# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ahl2_canalwar
# Exported by: Reverend Jesse V92
setting:	replacespawns 1
item_box_buckshot_ttt	1576.088013 1543.987183 176.387344	0.102 -0.173 0.051
item_box_buckshot_ttt	1366.119141 1150.086426 348.398712	-0.923 -0.010 0.817
item_box_buckshot_ttt	1349.903931 1149.809448 348.382538	-0.423 0.000 0.429
weapon_zm_rifle	502.413330 923.641968 523.157776	3.568 12.613 65.646
weapon_zm_rifle	1078.389771 1010.805176 371.648499	-14.053 5.323 91.404
weapon_zm_rifle	519.478943 1405.918945 14.053864	-53.268 17.412 51.943
weapon_zm_rifle	553.200684 1217.198730 198.482437	-56.793 -4.847 -178.981
weapon_zm_rifle	547.201172 1693.590942 523.101624	3.670 12.652 65.031
weapon_zm_mac10	2052.529541 1057.929077 3.035484	31.919 -9.904 -32.950
weapon_zm_mac10	984.295105 -40.088470 18.696087	2.291 53.829 90.396
weapon_zm_mac10	427.647827 888.619446 38.588741	-0.127 -40.487 -88.032
weapon_zm_mac10	957.657410 864.717529 1.260289	-0.321 -47.612 -88.837
weapon_zm_mac10	521.587952 1434.397095 525.275940	-0.086 -50.549 -88.923
weapon_zm_mac10	957.837280 1118.846436 177.288345	0.213 -47.334 -88.738
weapon_zm_mac10	1626.404541 1632.788452 177.272324	-0.112 -47.615 -88.742
weapon_zm_mac10	1359.846802 1598.272949 353.250092	0.220 -47.375 -88.325
weapon_zm_mac10	674.383057 2068.501465 353.283691	0.086 -47.615 -88.651
weapon_zm_mac10	919.969177 391.758606 1.284550	-0.918 -50.790 -89.016
weapon_zm_mac10	941.087830 875.331909 349.278442	-0.147 -50.538 -88.893
weapon_zm_mac10	488.596008 789.604980 177.267593	-0.194 -47.615 -88.779
ttt_playerspawn	1496.182373 747.422607 0.541821	-0.056 -0.000 0.056
ttt_playerspawn	1509.078857 821.817261 0.540937	-0.057 -0.000 0.056
ttt_playerspawn	1526.391479 888.071838 0.542690	-0.055 -0.000 0.055
ttt_playerspawn	1583.856201 695.396973 0.545221	-0.052 -0.000 0.052
ttt_playerspawn	1605.690552 763.996094 0.521358	-0.075 -0.000 0.075
ttt_playerspawn	1596.629150 809.757080 0.541820	-0.056 -0.000 0.056
ttt_playerspawn	1592.994141 875.948364 0.540937	-0.057 -0.000 0.056
ttt_playerspawn	1659.104492 841.585327 0.543546	-0.054 -0.000 0.054
ttt_playerspawn	1664.533081 778.680542 0.537269	-0.060 -0.000 0.060
ttt_playerspawn	1672.195923 715.988159 0.537269	-0.060 -0.000 0.060
ttt_playerspawn	1749.563110 704.659546 0.552162	-0.046 -0.000 0.046
ttt_playerspawn	1727.655151 755.625000 0.561826	-0.036 -0.000 0.036
ttt_playerspawn	1721.505371 809.031494 0.540041	-0.057 -0.000 0.057
ttt_playerspawn	1738.252075 862.420410 0.542690	-0.055 -0.000 0.055
ttt_playerspawn	1772.284790 939.389343 0.533372	-0.064 -0.000 0.064
ttt_playerspawn	1788.586670 883.449951 0.527069	-0.070 -0.000 0.070
ttt_playerspawn	1816.399414 798.967896 0.524837	-0.072 -0.000 0.072
ttt_playerspawn	1810.742310 743.347168 0.528160	-0.069 -0.000 0.069
ttt_playerspawn	1776.131104 831.755127 0.551439	-0.046 -0.000 0.046
ttt_playerspawn	1841.747192 842.215637 0.524837	-0.072 -0.000 0.072
ttt_playerspawn	1830.391968 903.995667 0.546042	-0.052 -0.000 0.052
ttt_playerspawn	1823.717163 957.346436 0.548425	-0.049 -0.000 0.049
ttt_playerspawn	1814.523682 1004.315674 0.540043	-0.057 -0.000 0.057
ttt_playerspawn	1864.151855 735.352173 0.543550	-0.054 -0.000 0.054
ttt_playerspawn	1873.306396 798.973450 0.550701	-0.047 -0.000 0.047
ttt_playerspawn	1883.114014 858.166321 0.552162	-0.046 -0.000 0.046
ttt_playerspawn	1888.863037 901.294983 0.549195	-0.049 -0.000 0.049
ttt_playerspawn	1899.656128 975.209045 0.549955	-0.048 -0.000 0.048
ttt_playerspawn	1924.141113 1015.315308 0.578418	-0.021 -0.000 0.020
ttt_playerspawn	1954.278564 917.996643 0.596353	0.167 8.352 -0.156
ttt_playerspawn	1934.147217 852.048523 0.529234	-0.068 -0.000 0.068
ttt_playerspawn	1933.170044 784.554138 0.535352	-0.062 -0.000 0.062
item_ammo_357_ttt	458.622833 917.500671 524.309998	0.446 0.073 0.064
item_ammo_357_ttt	440.884399 919.397827 524.415466	0.467 0.054 0.022
item_ammo_357_ttt	417.079071 931.374817 524.365295	0.457 0.058 0.042
item_ammo_357_ttt	1021.623230 1031.563232 348.336609	0.451 0.065 0.053
item_ammo_357_ttt	1042.751831 1034.409180 348.358765	0.456 0.060 0.044
item_ammo_357_ttt	497.587616 1412.316284 -3.618618	0.460 0.056 0.035
item_ammo_357_ttt	503.696289 1431.588623 -3.624157	0.459 0.056 0.038
item_ammo_357_ttt	553.413147 1197.649536 176.393845	0.463 0.055 0.030
item_ammo_357_ttt	555.834839 1182.583740 176.374405	0.459 0.057 0.038
item_ammo_357_ttt	529.626526 1712.131958 524.353638	0.455 0.062 0.046
item_ammo_357_ttt	548.162292 1710.142700 524.371521	0.459 0.059 0.039
item_ammo_pistol_ttt	1375.212158 -230.485809 0.460210	0.555 -0.162 0.080
item_ammo_pistol_ttt	1364.730347 -230.584534 0.392982	-0.136 -0.021 -0.045
item_ammo_pistol_ttt	1355.713501 -230.584030 0.374606	-0.126 -0.017 -0.033
item_ammo_pistol_ttt	976.216248 640.979004 0.333515	0.032 0.028 0.005
item_ammo_pistol_ttt	486.890503 18.988577 -3.647888	-0.128 -0.019 -0.039
item_ammo_pistol_ttt	475.777496 17.239931 -3.659394	-0.138 -0.019 -0.042
item_ammo_pistol_ttt	285.538177 600.003174 0.417390	-0.071 -0.020 -0.022
item_ammo_pistol_ttt	282.340607 624.545471 0.372670	-0.110 -0.019 -0.033
item_ammo_pistol_ttt	386.915863 898.440979 37.787792	-0.018 -0.041 0.016
item_ammo_pistol_ttt	958.392822 934.416748 0.360710	-0.121 -0.019 -0.036
item_ammo_pistol_ttt	960.868896 959.045288 0.360710	-0.121 -0.019 -0.036
item_ammo_pistol_ttt	234.820282 1622.254883 524.338196	-0.140 -0.019 -0.042
item_ammo_pistol_ttt	196.700439 762.289978 771.956177	75.541 179.811 -179.422
item_ammo_pistol_ttt	1167.413696 680.583130 561.659119	-8.746 -0.297 0.047
item_ammo_pistol_ttt	1335.429565 432.052948 588.690125	-8.578 -0.316 0.050
item_ammo_pistol_ttt	1362.822144 449.125244 593.135376	-8.728 -0.298 0.047
item_ammo_pistol_ttt	197.394028 640.298340 352.420990	-0.068 -0.020 -0.021
item_ammo_pistol_ttt	538.324585 1063.706787 176.370667	0.410 -0.050 0.003
item_ammo_pistol_ttt	948.246643 857.491699 176.383591	-0.101 -0.020 -0.030
item_ammo_pistol_ttt	1292.063843 1600.816040 176.376419	-0.107 -0.020 -0.032
item_ammo_pistol_ttt	1269.668945 1603.025024 176.366821	-0.115 -0.019 -0.035
item_ammo_pistol_ttt	488.741028 888.807434 176.349869	-0.130 -0.019 -0.039
item_ammo_pistol_ttt	491.019714 917.896240 176.322952	-0.154 -0.018 -0.046
item_ammo_pistol_ttt	248.814896 1777.819092 -3.633173	-0.115 -0.019 -0.035
item_ammo_pistol_ttt	250.009659 1752.056030 -3.633173	-0.115 -0.019 -0.035
item_ammo_pistol_ttt	-3.354511 1245.450562 176.388687	-0.096 -0.020 -0.029
item_ammo_pistol_ttt	5.916802 1239.624756 176.340607	-0.138 -0.019 -0.042
item_ammo_pistol_ttt	1432.504150 1843.345703 176.387024	-0.098 -0.020 -0.030
item_ammo_pistol_ttt	1443.393921 1843.028198 176.328186	-0.149 -0.018 -0.045
item_ammo_pistol_ttt	952.887634 1607.152222 352.356476	-0.124 -0.019 -0.038
item_ammo_pistol_ttt	970.347168 1600.516357 352.383575	-0.101 -0.020 -0.030
item_ammo_pistol_ttt	560.324646 1621.895386 352.378235	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	549.669800 1620.973999 352.383575	-0.101 -0.020 -0.030
item_ammo_pistol_ttt	370.401642 854.772278 552.374573	-0.108 -0.019 -0.033
item_ammo_pistol_ttt	459.271179 788.806885 352.338196	-0.140 -0.019 -0.042
item_ammo_pistol_ttt	1786.943481 448.427032 0.364819	-0.117 -0.019 -0.035
item_ammo_pistol_ttt	946.620422 448.750183 0.374562	-0.109 -0.020 -0.033
item_ammo_pistol_ttt	997.101563 -123.515770 17.376213	5.398 0.046 -0.026
item_ammo_pistol_ttt	189.157639 39.289513 -3.654686	0.134 0.019 -0.040
item_ammo_pistol_ttt	1138.751099 346.998718 -3.618155	-0.102 -0.020 -0.031
item_ammo_pistol_ttt	1711.982544 455.365143 352.399719	-0.086 -0.020 -0.026
item_ammo_pistol_ttt	968.383118 1143.698730 348.335754	-0.142 -0.019 -0.043
item_ammo_pistol_ttt	949.056274 1146.386841 348.409668	-0.078 -0.020 -0.024
item_ammo_pistol_ttt	555.031067 1791.920532 -3.621741	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	544.136353 1788.553345 -3.623575	-0.107 -0.019 -0.032
item_ammo_pistol_ttt	183.671249 1529.234863 0.436876	-0.358 0.032 -0.183
item_ammo_pistol_ttt	856.420593 1631.762939 176.380066	-0.104 -0.020 -0.031
item_ammo_pistol_ttt	842.573059 1635.993408 176.330750	-0.147 -0.018 -0.044
weapon_zm_molotov	279.851563 685.453125 4.148713	-3.762 -0.462 -1.953
weapon_zm_molotov	279.854797 729.518250 4.183318	-0.842 -0.470 -1.502
weapon_zm_molotov	764.302612 1574.699097 -3.851883	-1.746 -1.380 -1.779
weapon_zm_molotov	149.893127 1897.070801 786.720154	-0.866 0.212 5.915
weapon_zm_molotov	389.129822 196.213104 352.170319	-1.930 -1.379 -1.389
weapon_zm_molotov	363.147614 1407.295410 176.163712	-2.145 -1.351 -1.544
weapon_zm_molotov	-52.463951 1227.936890 176.169403	-1.960 -1.379 -1.410
weapon_zm_molotov	1406.301758 1524.141479 176.160568	-1.480 -1.456 -1.507
weapon_zm_molotov	855.139954 1624.513184 352.172058	-1.873 -1.400 -1.348
weapon_zm_molotov	840.046326 1775.919556 524.145874	-0.841 -1.649 -1.283
weapon_zm_molotov	52.143963 769.075928 176.166626	-2.050 -1.340 -1.475
weapon_zm_molotov	1610.838501 1830.694702 176.167572	-2.020 -1.367 -1.453
weapon_zm_molotov	2131.950928 447.192017 352.165680	-2.081 -1.342 -1.498
weapon_zm_molotov	1381.206299 1131.746704 348.162628	-1.436 -1.479 -1.462
weapon_zm_molotov	-255.582428 1425.514038 0.169413	-1.960 -1.379 -1.410
weapon_ttt_confgrenade	1250.364136 -222.163895 2.031330	13.108 -31.738 -88.799
weapon_ttt_confgrenade	685.364319 1891.268433 773.191528	3.020 58.606 104.054
weapon_ttt_confgrenade	1626.641113 1159.262695 178.173569	-36.936 -49.048 -91.858
weapon_ttt_confgrenade	526.089050 1592.369995 354.017639	13.118 -31.702 -88.578
weapon_ttt_confgrenade	1410.517212 211.994049 2.091370	13.057 -31.927 -89.775
weapon_ttt_confgrenade	1755.255493 452.417694 354.076385	13.071 -31.881 -89.531
item_ammo_revolver_ttt	1196.857056 -175.208694 0.351781	0.454 0.059 0.048
item_ammo_revolver_ttt	767.123657 1609.017822 -3.655564	0.453 0.062 0.050
item_ammo_revolver_ttt	148.335403 787.553223 0.344951	0.465 0.064 0.045
item_ammo_revolver_ttt	390.979950 309.998138 352.314728	0.446 0.071 0.063
item_ammo_revolver_ttt	1458.359497 1148.407959 176.346313	0.453 0.062 0.049
item_ammo_revolver_ttt	851.600220 1588.132080 352.357025	0.455 0.059 0.046
item_ammo_revolver_ttt	1419.120239 372.586182 0.344397	0.452 0.061 0.051
item_ammo_revolver_ttt	259.834778 790.063599 176.375809	0.459 0.055 0.038
item_ammo_revolver_ttt	-250.131149 1526.493042 0.334517	0.450 0.063 0.055
weapon_zm_shotgun	923.233582 738.411804 0.477808	-0.000 -65.387 84.614
weapon_zm_shotgun	191.616867 308.326294 -2.973011	-0.209 -8.466 -83.477
weapon_zm_shotgun	109.978325 1127.275635 1.047477	-0.598 -6.015 -83.682
weapon_zm_shotgun	112.919266 331.122986 177.004440	-0.388 -8.913 -83.269
weapon_zm_shotgun	1175.035278 860.091187 177.064835	-0.423 -8.898 -83.836
weapon_zm_shotgun	1658.401123 1157.561279 176.995163	-0.145 -8.469 -83.178
weapon_zm_shotgun	1543.641602 1553.711304 176.990051	-0.134 -8.470 -83.129
weapon_zm_shotgun	1352.550293 1125.218140 349.004700	-0.164 -8.988 -83.267
weapon_zm_sledge	970.211060 1128.937012 -2.191552	18.634 -0.331 2.992
weapon_zm_sledge	981.756165 -144.174545 4.031698	-48.604 4.765 -1.697
weapon_zm_sledge	449.955750 968.816711 38.058079	12.281 0.756 2.545
weapon_zm_sledge	835.879272 1586.327148 521.808472	18.634 -0.121 2.992
weapon_zm_sledge	252.905533 627.355164 173.808441	18.634 -0.323 2.992
weapon_zm_sledge	336.658966 1396.074219 173.808441	18.634 -0.552 2.992
weapon_zm_sledge	471.329590 1229.818359 -2.191552	18.634 -0.332 2.992
weapon_zm_sledge	848.458801 1743.617310 521.751709	12.311 0.417 2.708
weapon_zm_sledge	1531.978027 1090.092285 -2.191552	18.634 -0.331 2.992
weapon_zm_sledge	2132.169434 482.344971 349.808441	18.634 -0.547 2.992
weapon_zm_revolver	1196.993042 -189.741425 0.844801	3.282 -16.511 -83.586
weapon_zm_revolver	766.459900 1588.701660 -3.029320	2.055 -18.705 -85.700
weapon_zm_revolver	158.988358 803.670105 0.970504	1.902 -19.154 -85.966
weapon_zm_revolver	394.835846 331.875397 352.828552	3.412 -16.480 -83.362
weapon_zm_revolver	1441.994141 1154.123047 176.970612	1.996 -18.733 -85.802
weapon_zm_revolver	845.125854 1602.060547 352.854004	3.208 -16.534 -83.713
weapon_zm_revolver	1407.124023 389.254578 0.864155	3.127 -16.557 -83.854
weapon_zm_revolver	262.090485 770.260681 176.838943	3.329 -16.507 -83.505
weapon_zm_revolver	-250.634811 1545.598022 0.867342	3.101 -16.573 -83.898
weapon_ttt_glock	981.534424 624.138367 1.031108	-0.208 25.410 89.682
weapon_ttt_glock	408.265442 895.050659 38.403648	-0.205 25.352 90.321
weapon_ttt_glock	223.336197 1613.038330 525.113098	-0.846 25.813 91.623
weapon_ttt_glock	1346.267700 428.081726 591.179871	-9.042 26.022 87.352
weapon_ttt_glock	957.441772 853.574951 177.109924	-0.628 25.449 91.220
weapon_ttt_glock	-19.167604 1240.827271 177.111298	-0.708 25.441 91.389
weapon_ttt_glock	1782.331543 429.742004 1.080948	-0.378 24.417 90.363
weapon_ttt_glock	1137.768066 377.101593 -2.889921	-0.659 25.851 91.245
weapon_ttt_glock	177.227051 1544.503662 1.108217	-0.527 25.454 91.009
weapon_zm_pistol	495.838867 20.451784 -3.067425	0.576 -37.175 -89.408
weapon_zm_pistol	954.406311 924.806030 1.110164	-0.030 35.740 90.731
weapon_zm_pistol	201.805862 619.524170 352.817932	0.497 -36.202 -88.000
weapon_zm_pistol	550.421448 1067.959106 176.892853	1.008 -37.224 -89.116
weapon_zm_pistol	268.957275 1766.672974 -3.110003	1.038 -37.225 -89.094
weapon_zm_pistol	1411.516968 1838.231934 176.976654	0.369 -36.577 -90.131
weapon_zm_pistol	367.843628 865.759033 552.880676	0.311 -36.258 -88.673
weapon_zm_pistol	995.873535 -110.030464 18.010681	3.255 -37.582 -92.357
weapon_zm_pistol	1721.678955 440.594330 352.977905	0.317 -36.567 -90.084
